,media_name_normalized,count,median_char_len,median_word_count,date_min,date_max,date_span_days,percentage,percentage_cum_sum
212,www.24-horas.mx,2514,2609.5,431.0,2023-06-28 00:00:00.000,2026-05-12 02:01:48.000,1049,1.8890892696122634,48.13420498948
100,intoleranciadiario.com,2317,2622.0,434.0,2023-01-20 00:00:00.000,2026-05-12 00:00:00.000,1208,1.7410580102194169,49.875262999699416
225,www.cronica.com.mx,2187,2805.0,460.0,2023-02-09 12:07:09.000,2026-05-11 19:35:14.000,1187,1.6433724075743914,51.518635407273806
152,noticiasenlamira.com,2084,2581.0,408.0,2023-02-27 22:00:00.000,2026-05-08 12:18:30.000,1165,1.565975353171025,53.08461076044483
232,www.ejecentral.com.mx,1917,2986.0,479.0,2022-07-13 19:47:39.000,2026-05-12 02:00:00.000,1398,1.4404869251577999,54.52509768560263
34,diariobasta.com,1864,2365.0,383.0,2022-08-25 19:18:00.000,2026-05-12 00:00:00.000,1355,1.4006612563871357,55.92575894198977
83,heraldodepuebla.com,1823,2836.0,460.0,2022-06-03 00:00:00.000,2026-05-11 00:00:00.000,1438,1.3698527201683197,57.29561166215809
214,www.am.com.mx,1797,3116.0,516.0,2023-05-08 00:00:00.000,2026-05-12 00:00:00.000,1100,1.3503155996393146,58.645927261797404
133,mtpnoticias.com,1791,2619.0,426.0,2021-12-13 04:26:14.000,2026-05-12 00:57:02.000,1610,1.3458070333633905,59.991734295160796
82,heraldodemexico.com.mx/podcast,1723,2736.0,450.0,2023-06-05 00:00:00.000,2026-05-12 00:00:00.000,1072,1.2947099489029157,61.28644424406371
215,www.am.com.mx/,1607,2882.0,470.0,2023-04-08 00:00:00.000,2026-05-11 00:00:00.000,1129,1.2075443342350465,62.493988578298755
119,lajornadadeoriente.com.mx,1603,3023.0,492.0,2023-06-19 13:22:58.000,2024-11-04 00:57:05.000,503,1.2045386233844304,63.698527201683184
50,eldiariodedelicias.mx,1534,2974.5,494.5,2023-07-12 20:00:00.000,2026-05-12 00:00:00.000,1034,1.1526901112113015,64.85121731289449
132,milenio.com,1522,2670.5,440.0,2021-01-02 12:52:11.000,2026-05-12 06:30:01.000,1955,1.1436729786594528,65.99489029155394
92,heraldodexalapa.com.mx/deportes.html,1508,2695.0,444.0,2023-05-24 08:33:50.000,2026-05-11 00:00:00.000,1082,1.1331529906822964,67.12804328223623
109,jornadaveracruz.com.mx/,1281,3084.0,501.0,2023-09-15 00:00:00.000,2026-05-12 00:00:00.000,970,0.9625788999098286,68.09062218214606
78,heraldodecoatzacoalcos.com.mx/,1255,2528.0,416.0,2014-01-14 05:19:16.000,2024-11-27 22:33:12.000,3970,0.9430417793808236,69.03366396152688
45,diariopuntual.com,1212,2735.5,442.0,2023-07-04 00:00:00.000,2026-05-11 20:18:03.000,1042,0.9107303877366998,69.94439434926359
70,elvalle.com.mx/,1210,3270.5,528.0,2021-09-20 00:00:00.000,2026-05-12 00:00:00.000,1695,0.9092275323113916,70.85362188157498
108,jornada.com.mx,1093,4049.0,667.0,2023-07-04 00:00:00.000,2026-05-12 10:33:24.000,1043,0.8213104899308687,71.67493237150585
296,www.milenio.com/mileniotv,1081,2602.0,441.0,2023-01-07 03:29:26.000,2026-05-12 04:13:53.000,1221,0.8122933573790202,72.48722572888487
1,24horaspuebla.com,1071,2562.0,420.0,2016-06-20 00:00:00.000,2026-05-11 11:05:04.000,3612,0.8047790802524798,73.29200480913734
149,nortedigital.mx,978,2650.5,428.5,2023-07-12 00:25:43.000,2026-05-11 18:27:04.000,1034,0.7348963029756538,74.026901112113
236,www.eldictamen.mx,976,2541.5,418.0,2023-06-29 23:23:15.000,2026-05-12 04:30:13.000,1047,0.7333934475503456,74.76029455966334
191,sintesis.com.mx,919,2437.0,398.0,2023-04-05 00:00:00.000,2026-05-11 00:00:00.000,1132,0.6905620679290652,75.4508566275924
275,www.hidrocalidodigital.com,885,2418.0,394.0,2019-06-13 04:33:42.000,2026-05-11 10:33:04.000,2524,0.6650135256988278,76.11587015329123
267,www.enfoqueinformativo.mx,875,2743.0,444.0,2023-02-24 06:02:05.000,2024-12-29 04:08:19.000,673,0.6574992485722874,76.77336940186352
46,diariosinsecretos.com,849,2723.0,429.0,2019-05-08 20:27:04.000,2026-05-11 00:00:00.000,2559,0.6379621280432822,77.4113315299068
67,elpuntero.com.mx,765,2651.0,428.0,2020-04-21 00:00:00.000,2026-05-11 18:58:31.000,2211,0.5748422001803427,77.98617373008715
126,maspormas.com,749,2796.0,444.0,2021-11-07 23:27:03.000,2024-11-27 20:18:22.000,1115,0.562819356777878,78.54899308686502
93,heraldodexalapa.com.mx/estatal.html,742,2591.0,440.0,2023-07-03 00:00:00.000,2026-05-11 00:00:00.000,1043,0.5575593627892996,79.10655244965433
140,mundoxalapa.com,703,2821.0,463.0,2021-03-15 00:00:00.000,2024-09-06 00:00:00.000,1271,0.528253681995792,79.63480613165012
129,miled.com/category/justicia,635,3016.0,486.0,2023-01-07 09:44:24.000,2026-05-11 17:51:01.000,1220,0.4771565975353171,80.11196272918544
84,heraldodepuebla.com/,597,2523.0,412.0,2023-01-31 23:19:35.000,2024-11-01 10:39:57.000,639,0.4486023444544635,80.56056507363989
183,reporterosenmovimiento.com/category/axapusco,581,2572.0,407.0,2018-06-20 00:00:00.000,2026-05-11 00:00:00.000,2882,0.43657950105199883,80.99714457469189
0,24-horas.mx/opinion,526,2588.5,419.0,2017-01-21 00:00:00.000,2026-05-12 05:00:00.000,3398,0.3952509768560265,81.39239555154792
302,www.proceso.com.mx/cultura,518,5254.5,831.0,2023-06-15 00:00:00.000,2026-05-08 00:00:00.000,1058,0.3892395551547941,81.78163510670271
