,media_name_normalized,count,median_char_len,median_word_count,date_min,date_max,date_span_days,percentage,percentage_cum_sum
57,elcontraste.cl/policial,106,2399.5,381.0,2024-11-18 00:00:00.000,2026-05-19 00:00:00.000,547,0.0757164490414012,95.52772936369621
100,innovacion.cl/feed,104,4155.0,635.0,2012-03-10 00:00:00.000,2024-06-25 14:32:53.000,4490,0.07428783679533701,95.60201720049155
133,new.diariolaprensa.cl,104,2918.0,439.5,2023-08-06 00:00:00.000,2026-05-19 11:41:00.000,1017,0.07428783679533701,95.67630503728688
323,www.lapaila.cl,104,2684.0,426.5,2020-08-12 00:10:46.000,2024-03-17 11:32:53.000,1313,0.07428783679533701,95.75059287408222
304,www.encancha.cl/homepage,98,2875.5,475.0,2023-09-26 00:00:00.000,2026-05-19 00:00:00.000,966,0.07000200005714449,95.82059487413936
188,www.angelino.cl/contacto,96,4022.0,635.5,2011-09-09 00:00:00.000,2026-04-11 00:00:00.000,5328,0.06857338781108031,95.88916826195045
342,www.meganoticias.cl/dato-oferta,94,2820.0,463.0,2024-12-07 14:35:00.000,2026-05-21 16:00:00.000,530,0.06714477556501613,95.95631303751546
72,elreporterodeiquique.com/category/gastronomia,92,3138.5,493.0,2024-12-04 10:04:17.000,2026-05-21 09:09:12.000,532,0.06571616331895197,96.02202920083441
73,elreporterodeiquique.com/un-poco-de-carino,91,2867.0,453.0,2024-12-02 14:27:02.000,2026-05-21 10:03:01.000,534,0.06500185719591987,96.08703105803033
206,www.atacamanoticias.cl/entrevistas,89,3212.0,488.0,2024-12-21 00:00:00.000,2026-05-21 00:00:00.000,516,0.06357324494985571,96.15060430298018
352,www.observador.cl/category/tendencias,88,2570.5,400.5,2024-03-08 18:58:51.000,2026-05-20 13:06:34.000,802,0.06285893882682363,96.213463241807
243,www.diarioeldia.cl/,87,3394.0,522.0,2023-05-19 00:00:00.000,2026-05-20 00:00:00.000,1097,0.062144632703791544,96.2756078745108
47,elamerica.cl/category/destacado,85,3185.0,498.0,2024-12-16 00:00:00.000,2026-05-21 00:00:00.000,521,0.060716020457727365,96.33632389496853
308,www.epicentrochile.com/tende,85,2354.0,365.0,2021-09-02 00:00:00.000,2026-05-20 00:00:00.000,1721,0.060716020457727365,96.39703991542626
154,radio.uchile.cl/columnas/feed/,84,3808.0,577.0,2013-02-05 17:08:26.000,2026-05-20 00:00:00.000,4851,0.06000171433469528,96.45704162976095
223,www.ciperchile.cl/columna,82,20466.5,3370.5,2007-12-06 00:00:00.000,2026-05-13 00:00:00.000,6733,0.058573102088631104,96.51561473184958
5,araucanianoticias.cl,79,3280.0,510.0,2024-08-15 07:30:00.000,2026-05-18 14:18:00.000,641,0.05643018371953484,96.57204491556912
97,horadenoticias.cl/,79,2386.0,350.0,2024-10-08 06:50:12.000,2026-05-18 12:00:51.000,587,0.05643018371953484,96.62847509928866
277,www.elmostrador.cl/dia,79,3969.0,629.0,2024-12-07 00:00:00.000,2026-05-21 00:00:00.000,530,0.05643018371953484,96.6849052830082
232,www.diarioantofagasta.cl/cultura,78,2749.5,428.0,2024-08-18 21:12:07.000,2026-05-20 15:45:28.000,639,0.055715877596502754,96.7406211606047
48,elamerica.cl/feed/,75,3388.0,508.0,2023-02-01 00:00:00.000,2026-05-20 00:00:00.000,1204,0.05357295922740649,96.79419411983211
191,www.antofagastanoticias.cl/category/deportes,74,2953.0,450.5,2024-08-22 00:00:00.000,2026-05-20 00:00:00.000,636,0.05285865310437441,96.8470527729365
121,laregionhoy.cl/comments/feed/,73,2821.0,446.0,2022-02-24 00:00:00.000,2026-05-20 00:00:00.000,1546,0.05214434698134232,96.89919711991783
297,www.elserenense.cl/category/opinion,73,3029.0,476.0,2019-07-21 00:00:00.000,2026-05-20 00:00:00.000,2495,0.05214434698134232,96.95134146689917
353,www.observador.cl/comments/feed/,73,2535.0,409.0,2024-12-07 08:55:28.000,2026-05-20 13:49:40.000,529,0.05214434698134232,97.0034858138805
208,www.atentos.cl/category/ambiente,73,2817.0,448.0,2020-10-13 08:00:00.000,2026-05-19 03:13:59.000,2043,0.05214434698134232,97.05563016086184
307,www.epicentrochile.com/panoramas,71,2491.0,386.0,2021-09-20 00:00:00.000,2026-05-21 00:00:00.000,1704,0.05071573473527815,97.10634589559712
161,resumen.cl/,71,3950.0,605.0,2024-12-07 02:00:53.000,2026-05-19 04:29:02.000,528,0.05071573473527815,97.1570616303324
130,m.alairelibre.cl/futbol,71,2238.0,378.0,2023-11-21 00:00:00.000,2024-11-19 00:00:00.000,364,0.05071573473527815,97.20777736506767
215,www.chanarcillo.cl/,69,2908.0,466.0,2019-11-06 02:00:10.000,2026-05-21 06:12:31.000,2388,0.049287122489213984,97.25706448755689
90,forbes.cl/,69,3509.0,551.0,2026-03-26 00:00:00.000,2026-05-21 00:00:00.000,56,0.049287122489213984,97.30635161004611
274,www.elmostrador.cl/,69,3196.0,495.0,2024-12-07 00:00:00.000,2026-05-21 00:00:00.000,530,0.049287122489213984,97.35563873253533
21,cronicanoticias.cl/blog-2,67,2953.0,488.0,2024-01-04 00:00:00.000,2026-05-19 00:00:00.000,866,0.047858510243149806,97.40349724277847
10,atacamanoticias.cl/deportes,67,3008.0,470.0,2024-12-19 00:00:00.000,2026-05-20 00:00:00.000,517,0.047858510243149806,97.45135575302162
141,periodicolosrios.cl,66,3537.0,554.0,2018-08-16 20:21:28.000,2024-11-21 20:41:05.000,2289,0.047144204120117716,97.49849995714173
244,www.diarioeldia.cl/mundo,65,3469.0,526.0,2021-05-07 00:00:00.000,2026-05-21 00:00:00.000,1840,0.04642989799708563,97.54492985513882
158,redgol.cl/politica-editorial,65,2360.0,393.0,2024-01-15 10:26:58.000,2026-05-18 09:47:53.000,853,0.04642989799708563,97.5913597531359
222,www.ciperchile.cl/academico,65,9936.0,1624.0,2009-02-20 00:00:00.000,2026-05-16 00:00:00.000,6294,0.04642989799708563,97.63778965113299
336,www.linaresenlinea.cl/category/denuncia,63,2718.0,426.0,2024-12-07 00:00:00.000,2026-05-17 00:00:00.000,526,0.04500128575102146,97.68279093688402
236,www.diarioconcepcion.cl,63,4279.0,692.0,2023-03-11 00:00:00.000,2023-07-10 00:00:00.000,121,0.04500128575102146,97.72779222263505
373,www.theclinic.cl/feed/,61,2972.0,490.0,2026-04-22 00:00:00.000,2026-05-21 00:00:00.000,29,0.043572673504957284,97.77136489614
82,elsoldeiquique.cl/educacion,60,2599.5,419.5,2023-04-18 16:48:17.000,2026-05-19 00:40:43.000,1126,0.0428583673819252,97.81422326352192
315,www.laizquierdadiario.cl/Seccion-Deportes,58,4981.5,773.5,2024-08-10 22:48:49.000,2026-05-20 08:48:45.000,647,0.04142975513586102,97.85565301865779
84,elsoldeiquique.cl/politica,57,3194.0,477.0,2023-04-14 06:31:18.000,2026-05-11 15:40:34.000,1123,0.04071544901282893,97.89636846767061
52,elcachapoal.cl/category/deportes,56,2987.5,475.5,2022-07-20 00:00:00.000,2026-05-14 00:00:00.000,1394,0.04000114288979685,97.9363696105604
309,www.lacuarta.com/,56,2362.5,386.0,2026-04-17 07:05:43.014,2026-05-20 13:23:36.484,33,0.04000114288979685,97.9763707534502
199,www.atacamaenlinea.cl/,56,3528.5,565.5,2023-05-29 00:00:00.000,2026-04-29 00:00:00.000,1066,0.04000114288979685,98.01637189633999
272,www.elinformador.cl/feed/,55,22243.0,3403.0,2024-10-01 00:00:00.000,2026-05-19 00:00:00.000,595,0.03928683676676476,98.05565873310675
164,sabes.cl/category/internacional,54,2783.0,443.5,2025-08-17 00:00:00.000,2026-05-19 00:00:00.000,275,0.03857253064373268,98.09423126375049
192,www.antofagastanoticias.cl/category/opinion,54,3051.5,465.0,2024-12-07 00:00:00.000,2026-05-20 00:00:00.000,529,0.03857253064373268,98.13280379439422
203,www.atacamaenlinea.cl/category/politica,53,3077.0,469.0,2024-12-07 00:00:00.000,2026-05-20 00:00:00.000,529,0.0378582245207006,98.17066201891492
181,www.aconcaguadigital.cl,52,2550.0,405.0,2022-08-09 02:59:52.000,2026-05-19 10:34:09.000,1379,0.03714391839766851,98.2078059373126
259,www.elaconcagua.cl/category/panquehue,51,2873.0,468.0,2024-12-16 00:00:00.000,2026-05-20 00:00:00.000,520,0.03642961227463642,98.24423554958723
17,correodellago.cl,50,3352.5,535.5,2022-12-20 00:00:00.000,2025-06-28 00:00:00.000,921,0.03571530615160433,98.27995085573883
110,lafontana.cl/,49,2560.0,385.0,2024-12-13 00:00:00.000,2026-05-19 00:00:00.000,522,0.035001000028572246,98.3149518557674
256,www.eha.cl/,47,2761.0,443.0,2022-07-19 17:30:00.000,2022-07-19 21:30:00.000,0,0.03357238778250807,98.34852424354992
355,www.ovejeronoticias.cl/,46,3491.5,530.0,2024-12-07 12:42:00.000,2026-05-17 18:18:11.000,526,0.032858081659475985,98.38138232520939
258,www.elaconcagua.cl/,45,2808.0,473.0,2016-01-08 00:00:00.000,2026-05-20 00:00:00.000,3785,0.032143775536443896,98.41352610074583
58,elcontraste.cl/region,44,2562.0,402.0,2024-12-06 00:00:00.000,2026-05-15 00:00:00.000,525,0.03142946941341181,98.44495557015924
1,aconcaguadigital.cl/comments/feed/,43,2786.0,440.0,2024-07-10 10:22:21.000,2026-05-05 19:37:18.000,664,0.030715163290379727,98.47567073344962
363,www.prensaciudadana.cl/contacto,42,3049.0,475.5,2023-02-08 00:00:00.000,2026-05-19 00:00:00.000,1196,0.03000085716734764,98.50567159061697
358,www.ovejeronoticias.cl/category/libros-y-lecturas,42,3728.0,568.5,2024-05-27 19:57:00.000,2026-05-19 14:40:35.000,721,0.03000085716734764,98.53567244778432
107,ladiscusion.cl/category/agro,42,2614.5,416.5,2025-03-24 10:09:44.000,2026-05-19 12:36:28.000,421,0.03000085716734764,98.56567330495167
339,www.losriosaldia.cl,42,3285.5,525.5,2023-08-29 00:00:00.000,2024-08-12 00:00:00.000,349,0.03000085716734764,98.59567416211902
264,www.elcoquimbano.cl/category/panoramas,41,3027.0,474.0,2020-08-21 00:00:00.000,2026-05-19 00:00:00.000,2097,0.029286551044315552,98.62496071316335
92,guardiandelsur.cl/,41,3668.0,581.0,2018-02-14 00:00:00.000,2026-05-19 00:00:00.000,3016,0.029286551044315552,98.65424726420767
22,cronicanoticias.cl/category/educacion,40,2999.5,463.0,2024-01-24 00:00:00.000,2026-05-11 00:00:00.000,838,0.028572244921283466,98.68281950912895
171,temucodiario.cl/3055-2,40,3084.5,478.0,2024-12-07 00:00:00.000,2026-05-14 00:00:00.000,523,0.028572244921283466,98.71139175405023
79,elsoldeiquique.cl/,39,3460.0,573.0,2022-01-06 22:26:03.000,2026-05-18 15:13:14.000,1592,0.027857938798251377,98.73924969284847
369,www.redmaule.com/,38,2452.5,392.5,2026-04-10 12:53:00.000,2026-05-19 12:42:00.000,38,0.02714363267521929,98.7663933255237
101,innovacionchilena.cl,38,4300.5,632.0,2017-04-07 08:00:35.000,2023-11-06 12:51:56.000,2404,0.02714363267521929,98.79353695819891
19,correodellago.cl/category/mascotas,38,3686.0,608.0,2024-12-16 00:00:00.000,2025-08-28 00:00:00.000,255,0.02714363267521929,98.82068059087413
310,www.lacuarta.com/mundo,36,2198.0,368.0,2026-03-30 11:33:40.671,2026-05-20 14:07:38.348,51,0.025715020429155116,98.8463956113033
305,www.encancha.cl/prime,34,3330.5,583.5,2024-12-13 00:00:00.000,2024-12-23 00:00:00.000,10,0.024286408183090944,98.87068201948638
200,www.atacamaenlinea.cl/category/chanaral,34,3090.5,479.0,2024-10-24 10:03:01.000,2026-04-27 14:20:13.000,550,0.024286408183090944,98.89496842766947
337,www.linaresenlinea.cl/category/politica/feed/,34,2427.0,373.5,2024-10-02 00:00:00.000,2026-05-19 00:00:00.000,594,0.024286408183090944,98.91925483585256
331,www.latribunadecolchagua.cl/category/pumanque,34,2964.0,444.5,2024-06-27 00:00:00.000,2026-05-18 00:00:00.000,690,0.024286408183090944,98.94354124403564
335,www.linaresenlinea.cl/category/debate,31,2591.0,403.0,2024-12-26 00:00:00.000,2026-05-15 00:00:00.000,505,0.022143489813994686,98.96568473384964
247,www.diarioestrategia.cl/,31,4122.0,672.0,2025-01-29 00:48:30.000,2026-04-28 00:00:55.000,453,0.022143489813994686,98.98782822366364
283,www.elperiodista.cl,30,3223.0,503.0,2024-12-13 09:04:42.000,2026-05-05 01:36:11.000,507,0.0214291836909626,99.00925740735461
60,elcoquimbano.cl/category/legales,30,3454.0,539.0,2021-09-15 00:00:00.000,2026-05-21 00:00:00.000,1709,0.0214291836909626,99.03068659104558
279,www.elmostrador.cl/santiago-2023,30,6511.5,1045.5,2025-12-30 00:00:00.000,2026-05-19 00:00:00.000,140,0.0214291836909626,99.05211577473655
193,www.antofagastanoticias.cl/feed,29,3400.0,496.0,2024-12-13 00:00:00.000,2026-05-18 00:00:00.000,521,0.02071487756793051,99.07283065230448
32,diariocurico.cl/ventas,29,3011.0,498.0,2011-03-11 00:00:00.000,2026-05-18 00:00:00.000,5547,0.02071487756793051,99.0935455298724
55,elcomunicador.cl/category/cultura,29,2613.0,416.0,2025-03-03 15:13:25.000,2026-04-29 10:23:54.000,421,0.02071487756793051,99.11426040744033
356,www.ovejeronoticias.cl/category/derechos-humanos,28,3769.0,573.5,2024-08-22 19:59:00.000,2026-04-23 15:21:47.000,608,0.020000571444898425,99.13426097888522
207,www.atentos.cl/,28,2561.0,424.5,2022-07-07 19:03:49.000,2026-05-15 17:32:53.000,1407,0.020000571444898425,99.15426155033012
20,cronicanoticias.cl/,27,3117.0,485.0,2024-01-15 00:00:00.000,2026-05-17 00:00:00.000,853,0.01928626532186634,99.17354781565199
231,www.diarioantofagasta.cl/antofalovers,26,3285.0,506.0,2025-10-04 18:03:45.000,2026-05-14 13:07:34.000,221,0.018571959198834254,99.19211977485082
316,www.laizquierdadiario.cl/Seccion-Opinion,26,3802.0,588.5,2022-12-09 19:54:21.000,2026-05-19 06:48:36.000,1256,0.018571959198834254,99.21069173404966
113,lafontana.cl/radio,25,2315.0,358.0,2024-12-13 00:00:00.000,2026-05-18 00:00:00.000,521,0.017857653075802164,99.22854938712547
140,ovallehoy.cl/escribenos,23,2938.0,457.0,2024-12-13 14:02:35.000,2026-05-20 19:43:40.000,523,0.016429040829737993,99.2449784279552
195,www.aricaldia.cl/contacto,23,3117.0,485.0,2024-12-18 15:58:34.000,2026-05-01 16:35:10.000,499,0.016429040829737993,99.26140746878494
26,diariocauquenes.cl/#red,22,2890.5,440.5,2024-12-19 03:45:15.000,2026-05-19 09:00:28.000,516,0.015714734706705907,99.27712220349164
41,diariolaquinta.cl/ftv,22,4101.0,678.5,2024-05-25 00:00:00.000,2024-12-21 01:21:04.000,210,0.015714734706705907,99.29283693819835
53,elcachapoal.cl/category/destacada,22,3440.5,549.0,2022-05-11 00:00:00.000,2024-12-20 00:00:00.000,954,0.015714734706705907,99.30855167290505
149,radio.ucentral.cl,22,3007.5,469.5,2024-08-27 17:00:31.000,2026-05-06 15:51:09.000,616,0.015714734706705907,99.32426640761176
93,hdn.cl/,21,3572.0,522.0,2019-08-14 00:00:00.000,2026-04-16 00:00:00.000,2437,0.01500042858367382,99.33926683619543
46,elamerica.cl/,21,2595.0,388.0,2024-12-07 00:00:00.000,2024-12-29 00:00:00.000,22,0.01500042858367382,99.35426726477911
338,www.linaresenlinea.cl/feed/,21,2826.0,433.0,2022-06-01 00:00:00.000,2026-05-11 00:00:00.000,1440,0.01500042858367382,99.36926769336279
313,www.laizquierdadiario.cl/Internacional,20,3414.5,542.0,2025-10-13 14:54:27.000,2026-05-18 06:38:25.000,216,0.014286122460641733,99.38355381582343
