,media_name_normalized,num_samples,mean_tokens,median_tokens,mean_unique_words,mean_sentences,mean_ttr,mean_sent_len,mean_content_ratio
0,20minutos.es,10641,726.3440466121605,605.0,281.1430316699558,25.773799454938445,0.47170961689112445,30.423959971040237,0.5133820066396689
1,alimente.elconfidencial.com,4610,818.6672451193059,660.0,317.29848156182214,30.936225596529283,0.48343726337989923,27.370436601220003,0.5156663110561805
2,elconfidencial.com,9891,1108.3776160145587,896.0,393.16540289151754,39.498432918815084,0.44929111683434236,30.315513620954864,0.5133726040171801
3,eldiario.es,15038,1265.4606330629074,1090.0,438.47798909429446,42.23015028594228,0.4268217233291333,33.794317893272165,0.5067649914317244
4,elespanol.com,100000,880.77052,736.0,331.15639,32.52861,0.4599956672202772,29.906709224762633,0.5141495799400354
5,elmundo.es,6767,927.6298211910744,771.0,345.7716861238363,36.0344318013891,0.46316388112390205,29.957602280581984,0.5140190554528723
6,elpais.com,5357,1366.584095575882,1221.0,496.46219899197314,50.784020907224196,0.4420798865152219,29.427918210972532,0.5134221032169517
7,empleo.eldiario.es,14012,938.7220239794461,698.0,337.090565229803,30.756423065943476,0.46076547808253904,36.42475937508409,0.512616476965697
8,finanzas.abc.es,19492,939.8986763800533,720.0,340.2898625076955,32.49948696901293,0.45916060931179004,31.830397907327132,0.5164363363401588
9,larazon.pe,26734,672.610533403157,580.0,267.95410338894294,21.997157178125235,0.47743600658700025,33.341911107967256,0.5165692296518456
10,motor.elpais.com,15311,1212.5157076611586,1057.0,441.6035530011103,43.74906929658415,0.446713047397877,30.489675713609493,0.5297735720841226
11,okdiario.com,11944,719.7156731413262,644.0,275.8417615539183,25.92339249832552,0.454908427637312,29.831481212769674,0.5105261661801384
12,tv.libertaddigital.com,5551,834.9052422986849,676.0,310.1104305530535,28.479913529093857,0.4625546317782299,33.05796765544787,0.5078133000923023
13,vibes.okdiario.com,5271,799.3729842534624,703.0,298.7167520394612,31.779548472775563,0.452291470786964,28.230064751009433,0.5296309652141206
14,www.eldebate.com,4960,789.4141129032258,706.0,306.47318548387096,26.06633064516129,0.45961263612294584,33.641155791223646,0.5077328313805349
15,www.elindependiente.com,9131,1059.2165151681086,914.0,382.3013908662797,37.86036578687986,0.44104247236826966,30.82081240574045,0.5097097698270103
16,www.europapress.es/asturianu,5793,656.1807353702744,563.0,242.40894182634213,16.141377524598653,0.4515951577975415,42.62543904369697,0.5220847629240121
17,www.europapress.es/euskera,7141,662.3782383419689,587.0,241.90743593334267,17.31662232180367,0.44887726053565097,40.03126108546049,0.5171449869473965
18,www.latribunadetoledo.es,14463,710.5632303118302,594.0,276.5852865933762,21.57712784346263,0.4702191561020742,37.32192246102825,0.5060667097698145
19,www.periodistadigital.com,6378,1013.9147068046409,690.0,385.51222953904045,34.8359987456883,0.4808737143588897,30.275204742946812,0.5230449586460982
